iter	RMSE
449	0.04272153601
450	0.04251969812
451	0.04231881382
452	0.04211887859
453	0.04191988796
454	0.04172183746
455	0.04152472265
456	0.0413285391
457	0.04113328243
458	0.04093894825
459	0.0407455322
460	0.04055302994
461	0.04036143716
462	0.04017074956
463	0.03998096286
464	0.03979207281
465	0.03960407517
466	0.03941696573
467	0.03923074028
468	0.03904539466
469	0.0388609247
470	0.03867732627
471	0.03849459525
472	0.03831272755
473	0.03813171907
474	0.03795156578
475	0.03777226361
476	0.03759380856
477	0.03741619662
478	0.03723942381
479	0.03706348616
480	0.03688837973
481	0.03671410059
482	0.03654064483
483	0.03636800856
484	0.03619618791
485	0.03602517903
486	0.03585497808
487	0.03568558124
488	0.03551698472
489	0.03534918474
490	0.03518217752
491	0.03501595933
492	0.03485052644
493	0.03468587514
494	0.03452200173
495	0.03435890254
496	0.03419657391
497	0.03403501221
498	0.0338742138
499	0.03371417508
500	0.03355489247
501	0.03339636239
502	0.03323858128
503	0.03308154561
504	0.03292525186
505	0.03276969651
506	0.03261487609
507	0.03246078711
508	0.03230742613
509	0.03215478971
510	0.03200287441
511	0.03185167684
512	0.0317011936
513	0.03155142132
514	0.03140235663
515	0.03125399621
516	0.03110633671
517	0.03095937483
518	0.03081310727
519	0.03066753075
520	0.03052264201
521	0.03037843779
522	0.03023491487
523	0.03009207002
524	0.02994990004
525	0.02980840175
526	0.02966757196
527	0.02952740752
528	0.02938790529
529	0.02924906214
530	0.02911087496
531	0.02897334063
532	0.02883645609
533	0.02870021826
534	0.02856462409
535	0.02842967053
536	0.02829535456
537	0.02816167316
538	0.02802862334
539	0.02789620212
540	0.02776440652
541	0.02763323358
542	0.02750268038
543	0.02737274397
544	0.02724342145
545	0.02711470991
546	0.02698660647
547	0.02685910825
548	0.0267322124
549	0.02660591607
550	0.02648021643
551	0.02635511065
552	0.02623059594
553	0.02610666949
554	0.02598332854
555	0.02586057031
556	0.02573839205
557	0.02561679102
558	0.0254957645
559	0.02537530977
560	0.02525542412
561	0.02513610487
562	0.02501734935
563	0.02489915489
564	0.02478151884
565	0.02466443856
566	0.02454791143
567	0.02443193482
568	0.02431650615
569	0.02420162283
570	0.02408728226
571	0.02397348191
572	0.0238602192
573	0.0237474916
574	0.02363529658
575	0.02352363162
576	0.02341249423
577	0.02330188191
578	0.02319179217
579	0.02308222256
580	0.0229731706
581	0.02286463386
582	0.0227566099
583	0.02264909631
584	0.02254209065
585	0.02243559055
586	0.02232959361
587	0.02222409745
588	0.02211909971
589	0.02201459803
590	0.02191059006
591	0.02180707348
592	0.02170404597
593	0.02160150521
594	0.0214994489
595	0.02139787476
596	0.02129678051
597	0.02119616387
598	0.0210960226
599	0.02099635445
600	0.02089715718
601	0.02079842856
602	0.02070016639
603	0.02060236846
604	0.02050503258
605	0.02040815655
606	0.02031173822
607	0.02021577542
608	0.02012026599
609	0.0200252078
610	0.01993059871
611	0.0198364366
612	0.01974271936
613	0.01964944489
614	0.01955661109
615	0.01946421589
616	0.0193722572
617	0.01928073298
618	0.01918964116
619	0.01909897971
620	0.01900874658
621	0.01891893976
622	0.01882955724
623	0.018740597
624	0.01865205705
625	0.01856393541
626	0.0184762301
627	0.01838893916
628	0.01830206062
629	0.01821559254
630	0.01812953297
631	0.01804388
632	0.01795863169
633	0.01787378614
634	0.01778934144
635	0.0177052957
636	0.01762164704
637	0.01753839357
638	0.01745553343
639	0.01737306477
640	0.01729098573
641	0.01720929447
642	0.01712798916
643	0.01704706798
644	0.01696652912
645	0.01688637075
646	0.0168065911
647	0.01672718836
648	0.01664816076
649	0.01656950653
650	0.0164912239
651	0.01641331112
652	0.01633576643
653	0.01625858811
654	0.01618177441
655	0.01610532362
656	0.01602923403
657	0.01595350391
658	0.01587813159
659	0.01580311536
660	0.01572845354
661	0.01565414447
662	0.01558018647
663	0.01550657788
664	0.01543331706
665	0.01536040235
666	0.01528783214
667	0.01521560478
668	0.01514371866
669	0.01507217216
670	0.01500096369
671	0.01493009164
672	0.01485955442
673	0.01478935046
674	0.01471947818
675	0.01464993601
676	0.01458072239
677	0.01451183577
678	0.0144432746
679	0.01437503736
680	0.0143071225
681	0.0142395285
682	0.01417225385
683	0.01410529704
684	0.01403865657
685	0.01397233094
686	0.01390631866
687	0.01384061826
688	0.01377522827
689	0.0137101472
690	0.01364537362
691	0.01358090605
692	0.01351674306
693	0.01345288321
694	0.01338932507
695	0.01332606721
696	0.01326310821
697	0.01320044665
698	0.01313808115
699	0.01307601029
700	0.01301423268
701	0.01295274694
702	0.01289155169
703	0.01283064556
704	0.01277002717
705	0.01270969518
706	0.01264964823
707	0.01258988497
708	0.01253040406
709	0.01247120417
710	0.01241228397
711	0.01235364214
712	0.01229527736
713	0.01223718832
714	0.01217937373
715	0.01212183228
716	0.01206456269
717	0.01200756366
718	0.01195083393
719	0.01189437222
720	0.01183817726
721	0.0117822478
722	0.01172658257
723	0.01167118033
724	0.01161603984
725	0.01156115987
726	0.01150653917
727	0.01145217653
728	0.01139807072
729	0.01134422054
730	0.01129062477
731	0.01123728222
732	0.01118419168
733	0.01113135197
734	0.0110787619
735	0.01102642029
736	0.01097432597
737	0.01092247777
738	0.01087087453
739	0.01081951508
740	0.01076839829
741	0.01071752299
742	0.01066688806
743	0.01061649235
744	0.01056633473
745	0.01051641408
746	0.01046672929
747	0.01041727923
748	0.01036806279
749	0.01031907888
750	0.0102703264
751	0.01022180424
752	0.01017351133
753	0.01012544658
754	0.01007760891
755	0.01002999725
756	0.00998261053
757	0.009935447688
758	0.009888507668
759	0.009841789416
760	0.009795291884
761	0.00974901403
762	0.009702954815
763	0.009657113208
764	0.009611488178
765	0.009566078705
766	0.009520883768
767	0.009475902355
768	0.009431133456
769	0.009386576069
770	0.009342229192
771	0.009298091832
772	0.009254163
773	0.009210441709
774	0.009166926979
775	0.009123617835
776	0.009080513304
777	0.009037612421
778	0.008994914223
779	0.008952417753
780	0.008910122058
781	0.008868026188
782	0.0088261292
783	0.008784430155
784	0.008742928117
785	0.008701622155
786	0.008660511343
787	0.008619594759
788	0.008578871486
789	0.008538340609
790	0.008498001221
791	0.008457852416
792	0.008417893295
793	0.00837812296
794	0.00833854052
795	0.008299145087
796	0.008259935778
797	0.008220911713
798	0.008182072018
799	0.00814341582
800	0.008104942254
801	0.008066650456
802	0.008028539568
803	0.007990608735
804	0.007952857106
805	0.007915283834
806	0.007877888077
807	0.007840668997
808	0.007803625758
809	0.00776675753
810	0.007730063486
811	0.007693542803
812	0.007657194662
813	0.007621018247
814	0.007585012748
815	0.007549177357
816	0.00751351127
817	0.007478013688
818	0.007442683814
819	0.007407520856
820	0.007372524026
821	0.007337692538
822	0.007303025611
823	0.007268522468
824	0.007234182335
825	0.007200004443
826	0.007165988023
827	0.007132132315
828	0.007098436557
829	0.007064899995
830	0.007031521877
831	0.006998301453
832	0.00696523798
833	0.006932330714
834	0.00689957892
835	0.006866981861
836	0.006834538806
837	0.006802249029
838	0.006770111805
839	0.006738126414
840	0.006706292137
841	0.006674608261
842	0.006643074076
843	0.006611688874
844	0.006580451952
845	0.006549362608
846	0.006518420146
847	0.006487623871
848	0.006456973094
849	0.006426467126
850	0.006396105284
851	0.006365886886
852	0.006335811254
853	0.006305877716
854	0.006276085598
855	0.006246434233
856	0.006216922956
857	0.006187551105
858	0.006158318021
859	0.006129223049
860	0.006100265536
861	0.006071444833
862	0.006042760293
863	0.006014211274
864	0.005985797134
865	0.005957517237
866	0.005929370948
867	0.005901357636
868	0.005873476673
869	0.005845727434
870	0.005818109296
871	0.00579062164
872	0.00576326385
873	0.005736035311
874	0.005708935413
875	0.005681963549
876	0.005655119114
877	0.005628401505
878	0.005601810123
879	0.005575344373
880	0.005549003659
881	0.005522787393
882	0.005496694985
883	0.005470725851
884	0.005444879408
885	0.005419155076
886	0.00539355228
887	0.005368070443
888	0.005342708995
889	0.005317467368
890	0.005292344995
891	0.005267341312
892	0.005242455759
893	0.005217687778
894	0.005193036813
895	0.005168502312
896	0.005144083724
897	0.005119780502
898	0.0050955921
899	0.005071517976
900	0.005047557591
901	0.005023710406
902	0.004999975887
903	0.004976353503
904	0.004952842722
905	0.004929443017
906	0.004906153865
907	0.004882974742
908	0.004859905129
909	0.004836944508
910	0.004814092365
911	0.004791348187
912	0.004768711463
913	0.004746181687
914	0.004723758353
915	0.004701440958
916	0.004679229001
917	0.004657121985
918	0.004635119413
919	0.004613220792
920	0.004591425632
921	0.004569733442
922	0.004548143738
923	0.004526656034
924	0.004505269848
925	0.004483984702
926	0.004462800117
927	0.004441715619
928	0.004420730735
929	0.004399844993
930	0.004379057927
931	0.004358369069
932	0.004337777955
933	0.004317284124
934	0.004296887116
935	0.004276586474
936	0.004256381742
937	0.004236272468
938	0.004216258199
939	0.004196338488
940	0.004176512888
941	0.004156780954
942	0.004137142243
943	0.004117596316
944	0.004098142733
945	0.004078781059
946	0.004059510858
947	0.0040403317
948	0.004021243154
949	0.004002244792
950	0.003983336187
951	0.003964516916
952	0.003945786557
953	0.003927144689
954	0.003908590895
955	0.003890124758
956	0.003871745865
957	0.003853453802
958	0.003835248161
959	0.003817128532
960	0.003799094509
961	0.003781145688
962	0.003763281666
963	0.003745502042
964	0.003727806419
965	0.003710194398
966	0.003692665586
967	0.003675219588
968	0.003657856014
969	0.003640574474
970	0.003623374581
971	0.003606255948
972	0.003589218193
973	0.003572260932
974	0.003555383787
975	0.003538586377
976	0.003521868326
977	0.00350522926
978	0.003488668805
979	0.00347218659
980	0.003455782246
981	0.003439455403
982	0.003423205697
983	0.003407032762
984	0.003390936237
985	0.003374915759
986	0.003358970971
987	0.003343101513
988	0.003327307031
989	0.003311587169
990	0.003295941577
991	0.003280369901
992	0.003264871795
993	0.003249446908
994	0.003234094897
995	0.003218815417
996	0.003203608124
997	0.003188472678
998	0.00317340874
999	0.003158415971
