,Innings,Player_name,Over_start_number,Runs_Scored,Balls_faced,Team1,Team2,Venue,Toss_winner,Toss_decision,Winner
8188,2,DPMD Jayawardene,5.4,50,47,Australia,Sri Lanka,Sydney Cricket Ground,Australia,bat,Australia
8189,2,RP Arnold,13.6,64,59,Australia,Sri Lanka,Sydney Cricket Ground,Australia,bat,Australia
8190,2,TM Dilshan,20.2,13,14,Australia,Sri Lanka,Sydney Cricket Ground,Australia,bat,Australia
8191,2,CK Kapugedera,24.1,1,3,Australia,Sri Lanka,Sydney Cricket Ground,Australia,bat,Australia
8192,2,WPUJC Vaas,25.2,0,6,Australia,Sri Lanka,Sydney Cricket Ground,Australia,bat,Australia
8193,2,HMCM Bandara,26.3,0,6,Australia,Sri Lanka,Sydney Cricket Ground,Australia,bat,Australia
8194,2,M Muralitharan,27.5,27,24,Australia,Sri Lanka,Sydney Cricket Ground,Australia,bat,Australia
8195,2,PDRL Perera,35.3,0,2,Australia,Sri Lanka,Sydney Cricket Ground,Australia,bat,Australia
8196,2,KMDN Kulasekara,-1.0,0,0,Australia,Sri Lanka,Sydney Cricket Ground,Australia,bat,Australia
8352,1,J Mubarak,0.1,2,12,Bangladesh,Sri Lanka,Shaheed Chandu Stadium,Bangladesh,field,Bangladesh
8353,1,ST Jayasuriya,0.1,96,108,Bangladesh,Sri Lanka,Shaheed Chandu Stadium,Bangladesh,field,Bangladesh
8354,1,KC Sangakkara,3.2,23,54,Bangladesh,Sri Lanka,Shaheed Chandu Stadium,Bangladesh,field,Bangladesh
8355,1,DPMD Jayawardene,19.5,5,11,Bangladesh,Sri Lanka,Shaheed Chandu Stadium,Bangladesh,field,Bangladesh
8356,1,CK Kapugedera,23.1,13,26,Bangladesh,Sri Lanka,Shaheed Chandu Stadium,Bangladesh,field,Bangladesh
8357,1,TM Dilshan,31.1,3,6,Bangladesh,Sri Lanka,Shaheed Chandu Stadium,Bangladesh,field,Bangladesh
8358,1,KHRK Fernando,32.5,3,13,Bangladesh,Sri Lanka,Shaheed Chandu Stadium,Bangladesh,field,Bangladesh
8359,1,MF Maharoof,36.1,21,26,Bangladesh,Sri Lanka,Shaheed Chandu Stadium,Bangladesh,field,Bangladesh
8360,1,HMCM Bandara,41.1,18,22,Bangladesh,Sri Lanka,Shaheed Chandu Stadium,Bangladesh,field,Bangladesh
8361,1,CRD Fernando,46.1,13,11,Bangladesh,Sri Lanka,Shaheed Chandu Stadium,Bangladesh,field,Bangladesh
8362,1,PDRL Perera,47.3,4,4,Bangladesh,Sri Lanka,Shaheed Chandu Stadium,Bangladesh,field,Bangladesh
8363,2,Javed Omar,0.1,40,65,Bangladesh,Sri Lanka,Shaheed Chandu Stadium,Bangladesh,field,Bangladesh
8364,2,Shahriar Nafees,0.1,17,21,Bangladesh,Sri Lanka,Shaheed Chandu Stadium,Bangladesh,field,Bangladesh
8365,2,Rajin Saleh,7.6,6,12,Bangladesh,Sri Lanka,Shaheed Chandu Stadium,Bangladesh,field,Bangladesh
8366,2,Mohammad Ashraful,11.4,51,70,Bangladesh,Sri Lanka,Shaheed Chandu Stadium,Bangladesh,field,Bangladesh
8367,2,Habibul Bashar,20.6,33,61,Bangladesh,Sri Lanka,Shaheed Chandu Stadium,Bangladesh,field,Bangladesh
8368,2,Aftab Ahmed,37.6,32,21,Bangladesh,Sri Lanka,Shaheed Chandu Stadium,Bangladesh,field,Bangladesh
8369,2,Alok Kapali,38.3,18,21,Bangladesh,Sri Lanka,Shaheed Chandu Stadium,Bangladesh,field,Bangladesh
8370,2,Khaled Mashud,45.2,2,10,Bangladesh,Sri Lanka,Shaheed Chandu Stadium,Bangladesh,field,Bangladesh
8371,2,Mashrafe Mortaza,-1.0,0,0,Bangladesh,Sri Lanka,Shaheed Chandu Stadium,Bangladesh,field,Bangladesh
8372,2,Syed Rasel,-1.0,0,0,Bangladesh,Sri Lanka,Shaheed Chandu Stadium,Bangladesh,field,Bangladesh
8373,2,Nazmul Hossain,-1.0,0,0,Bangladesh,Sri Lanka,Shaheed Chandu Stadium,Bangladesh,field,Bangladesh
8374,2,Mohammad Rafique,-1.0,0,0,Bangladesh,Sri Lanka,Shaheed Chandu Stadium,Bangladesh,field,Bangladesh
8420,1,AC Gilchrist,0.1,32,30,Bangladesh,Australia,Narayanganj Osmani Stadium,Australia,bat,Australia
8421,1,SM Katich,0.1,26,36,Bangladesh,Australia,Narayanganj Osmani Stadium,Australia,bat,Australia
8422,1,RT Ponting,9.1,5,5,Bangladesh,Australia,Narayanganj Osmani Stadium,Australia,bat,Australia
8423,1,MJ Clarke,10.6,54,90,Bangladesh,Australia,Narayanganj Osmani Stadium,Australia,bat,Australia
8424,1,A Symonds,12.4,103,124,Bangladesh,Australia,Narayanganj Osmani Stadium,Australia,bat,Australia
8425,1,MEK Hussey,45.1,18,12,Bangladesh,Australia,Narayanganj Osmani Stadium,Australia,bat,Australia
8426,1,B Lee,-1.0,0,0,Bangladesh,Australia,Narayanganj Osmani Stadium,Australia,bat,Australia
8427,1,NW Bracken,-1.0,0,0,Bangladesh,Australia,Narayanganj Osmani Stadium,Australia,bat,Australia
8428,1,MG Johnson,-1.0,0,0,Bangladesh,Australia,Narayanganj Osmani Stadium,Australia,bat,Australia
8429,1,DJ Cullen,-1.0,0,0,Bangladesh,Australia,Narayanganj Osmani Stadium,Australia,bat,Australia
8430,1,GB Hogg,-1.0,0,0,Bangladesh,Australia,Narayanganj Osmani Stadium,Australia,bat,Australia
8431,2,Shahriar Nafees,0.1,0,2,Bangladesh,Australia,Narayanganj Osmani Stadium,Australia,bat,Australia
8432,2,Javed Omar,0.3,34,54,Bangladesh,Australia,Narayanganj Osmani Stadium,Australia,bat,Australia
8433,2,Rajin Saleh,0.1,0,1,Bangladesh,Australia,Narayanganj Osmani Stadium,Australia,bat,Australia
8434,2,Tushar Imran,1.2,2,11,Bangladesh,Australia,Narayanganj Osmani Stadium,Australia,bat,Australia
8435,2,Habibul Bashar,3.4,70,111,Bangladesh,Australia,Narayanganj Osmani Stadium,Australia,bat,Australia
8436,2,Khaled Mashud,20.1,36,60,Bangladesh,Australia,Narayanganj Osmani Stadium,Australia,bat,Australia
8437,2,Alok Kapali,39.6,10,16,Bangladesh,Australia,Narayanganj Osmani Stadium,Australia,bat,Australia
8438,2,Mohammad Rafique,41.4,0,1,Bangladesh,Australia,Narayanganj Osmani Stadium,Australia,bat,Australia
8439,2,Mashrafe Mortaza,42.2,15,19,Bangladesh,Australia,Narayanganj Osmani Stadium,Australia,bat,Australia
8440,2,Abdur Razzak,45.4,3,6,Bangladesh,Australia,Narayanganj Osmani Stadium,Australia,bat,Australia
8441,2,Shahadat Hossain,47.3,1,2,Bangladesh,Australia,Narayanganj Osmani Stadium,Australia,bat,Australia
8462,1,CH Gayle,0.1,0,15,New Zealand,West Indies,Queenstown Events Centre,New Zealand,field,New Zealand
8463,1,D Ganga,0.1,7,25,New Zealand,West Indies,Queenstown Events Centre,New Zealand,field,New Zealand
8464,1,RS Morton,3.4,39,90,New Zealand,West Indies,Queenstown Events Centre,New Zealand,field,New Zealand
8465,1,RR Sarwan,10.2,14,22,New Zealand,West Indies,Queenstown Events Centre,New Zealand,field,New Zealand
8466,1,S Chanderpaul,17.1,17,25,New Zealand,West Indies,Queenstown Events Centre,New Zealand,field,New Zealand
8467,1,WW Hinds,21.6,76,88,New Zealand,West Indies,Queenstown Events Centre,New Zealand,field,New Zealand
8468,1,DR Smith,40.6,19,11,New Zealand,West Indies,Queenstown Events Centre,New Zealand,field,New Zealand
8469,1,D Ramdin,44.5,11,11,New Zealand,West Indies,Queenstown Events Centre,New Zealand,field,New Zealand
8470,1,IDR Bradshaw,47.2,5,4,New Zealand,West Indies,Queenstown Events Centre,New Zealand,field,New Zealand
8471,1,FH Edwards,48.5,2,6,New Zealand,West Indies,Queenstown Events Centre,New Zealand,field,New Zealand
8472,1,JE Taylor,-1.0,0,0,New Zealand,West Indies,Queenstown Events Centre,New Zealand,field,New Zealand
8473,1,RN Lewis,-1.0,0,0,New Zealand,West Indies,Queenstown Events Centre,New Zealand,field,New Zealand
8474,2,L Vincent,0.1,5,7,New Zealand,West Indies,Queenstown Events Centre,New Zealand,field,New Zealand
8475,2,JM How,0.1,0,1,New Zealand,West Indies,Queenstown Events Centre,New Zealand,field,New Zealand
8476,2,NJ Astle,0.7,2,6,New Zealand,West Indies,Queenstown Events Centre,New Zealand,field,New Zealand
8477,2,SB Styris,2.3,10,33,New Zealand,West Indies,Queenstown Events Centre,New Zealand,field,New Zealand
8478,2,SP Fleming,2.1,0,2,New Zealand,West Indies,Queenstown Events Centre,New Zealand,field,New Zealand
8479,2,PG Fulton,3.3,49,73,New Zealand,West Indies,Queenstown Events Centre,New Zealand,field,New Zealand
8480,2,BB McCullum,14.4,45,44,New Zealand,West Indies,Queenstown Events Centre,New Zealand,field,New Zealand
8481,2,DL Vettori,26.3,53,55,New Zealand,West Indies,Queenstown Events Centre,New Zealand,field,New Zealand
8482,2,JEC Franklin,31.5,15,27,New Zealand,West Indies,Queenstown Events Centre,New Zealand,field,New Zealand
8483,2,SE Bond,-1.0,0,0,New Zealand,West Indies,Queenstown Events Centre,New Zealand,field,New Zealand
8484,2,MJ Mason,-1.0,0,0,New Zealand,West Indies,Queenstown Events Centre,New Zealand,field,New Zealand
8485,2,JS Patel,-1.0,0,0,New Zealand,West Indies,Queenstown Events Centre,New Zealand,field,New Zealand
8580,1,AJ Strauss,0.1,61,83,India,England,Nahar Singh Stadium,England,bat,India
8581,1,MJ Prior,0.1,33,48,India,England,Nahar Singh Stadium,England,bat,India
8582,1,OA Shah,15.3,0,5,India,England,Nahar Singh Stadium,England,bat,India
8583,1,KP Pietersen,16.6,71,83,India,England,Nahar Singh Stadium,England,bat,India
8584,1,A Flintoff,31.4,5,14,India,England,Nahar Singh Stadium,England,bat,India
8585,1,PD Collingwood,35.2,5,12,India,England,Nahar Singh Stadium,England,bat,India
8586,1,GO Jones,40.2,22,29,India,England,Nahar Singh Stadium,England,bat,India
8587,1,ID Blackwell,42.6,9,12,India,England,Nahar Singh Stadium,England,bat,India
8588,1,LE Plunkett,47.4,4,6,India,England,Nahar Singh Stadium,England,bat,India
8589,1,Kabir Ali,49.1,1,1,India,England,Nahar Singh Stadium,England,bat,India
8590,1,JM Anderson,49.3,2,2,India,England,Nahar Singh Stadium,England,bat,India
8591,2,V Sehwag,0.1,26,43,India,England,Nahar Singh Stadium,England,bat,India
8592,2,G Gambhir,0.1,29,45,India,England,Nahar Singh Stadium,England,bat,India
8593,2,R Dravid,13.3,5,23,India,England,Nahar Singh Stadium,England,bat,India
8594,2,Yuvraj Singh,17.1,18,20,India,England,Nahar Singh Stadium,England,bat,India
8595,2,M Kaif,19.5,0,6,India,England,Nahar Singh Stadium,England,bat,India
8596,2,SK Raina,21.5,81,87,India,England,Nahar Singh Stadium,England,bat,India
8597,2,MS Dhoni,24.2,38,55,India,England,Nahar Singh Stadium,England,bat,India
8598,2,IK Pathan,45.5,12,11,India,England,Nahar Singh Stadium,England,bat,India
8599,2,S Sreesanth,-1.0,0,0,India,England,Nahar Singh Stadium,England,bat,India
8600,2,Harbhajan Singh,-1.0,0,0,India,England,Nahar Singh Stadium,England,bat,India
8601,2,RR Powar,-1.0,0,0,India,England,Nahar Singh Stadium,England,bat,India
8688,1,GC Smith,0.1,24,29,South Africa,Australia,Newlands,South Africa,bat,South Africa
8689,1,HH Dippenaar,0.1,31,43,South Africa,Australia,Newlands,South Africa,bat,South Africa
8690,1,HH Gibbs,8.4,66,70,South Africa,Australia,Newlands,South Africa,bat,South Africa
8691,1,AB de Villiers,13.6,18,23,South Africa,Australia,Newlands,South Africa,bat,South Africa
8692,1,MV Boucher,21.4,42,58,South Africa,Australia,Newlands,South Africa,bat,South Africa
8693,1,JM Kemp,34.5,51,39,South Africa,Australia,Newlands,South Africa,bat,South Africa
8694,1,SM Pollock,38.6,38,26,South Africa,Australia,Newlands,South Africa,bat,South Africa
8695,1,RJ Peterson,46.4,4,3,South Africa,Australia,Newlands,South Africa,bat,South Africa
8696,1,AJ Hall,47.4,4,4,South Africa,Australia,Newlands,South Africa,bat,South Africa
8697,1,M Ntini,-1.0,0,0,South Africa,Australia,Newlands,South Africa,bat,South Africa
8698,1,A Nel,-1.0,0,0,South Africa,Australia,Newlands,South Africa,bat,South Africa
8699,2,AC Gilchrist,0.1,1,7,South Africa,Australia,Newlands,South Africa,bat,South Africa
8700,2,PA Jaques,1.2,0,4,South Africa,Australia,Newlands,South Africa,bat,South Africa
8701,2,DR Martyn,1.6,4,9,South Africa,Australia,Newlands,South Africa,bat,South Africa
8702,2,SM Katich,0.1,16,48,South Africa,Australia,Newlands,South Africa,bat,South Africa
8703,2,MJ Clarke,5.3,1,15,South Africa,Australia,Newlands,South Africa,bat,South Africa
8704,2,MEK Hussey,9.4,22,48,South Africa,Australia,Newlands,South Africa,bat,South Africa
8705,2,SR Watson,18.3,27,38,South Africa,Australia,Newlands,South Africa,bat,South Africa
8706,2,GB Hogg,24.6,6,8,South Africa,Australia,Newlands,South Africa,bat,South Africa
8707,2,B Lee,27.3,1,4,South Africa,Australia,Newlands,South Africa,bat,South Africa
8708,2,NW Bracken,28.2,10,20,South Africa,Australia,Newlands,South Africa,bat,South Africa
8709,2,SR Clark,33.1,2,5,South Africa,Australia,Newlands,South Africa,bat,South Africa
8785,1,WU Tharanga,0.1,19,35,Sri Lanka,Pakistan,R Premadasa Stadium,Pakistan,field,Pakistan
8786,1,CK Kapugedera,0.1,1,9,Sri Lanka,Pakistan,R Premadasa Stadium,Pakistan,field,Pakistan
8787,1,KC Sangakkara,2.4,1,11,Sri Lanka,Pakistan,R Premadasa Stadium,Pakistan,field,Pakistan
8788,1,DPMD Jayawardene,5.5,0,7,Sri Lanka,Pakistan,R Premadasa Stadium,Pakistan,field,Pakistan
8789,1,RP Arnold,8.4,16,28,Sri Lanka,Pakistan,R Premadasa Stadium,Pakistan,field,Pakistan
8790,1,TM Dilshan,14.2,48,73,Sri Lanka,Pakistan,R Premadasa Stadium,Pakistan,field,Pakistan
8791,1,MF Maharoof,17.3,2,9,Sri Lanka,Pakistan,R Premadasa Stadium,Pakistan,field,Pakistan
8792,1,KS Lokuarachchi,19.6,1,4,Sri Lanka,Pakistan,R Premadasa Stadium,Pakistan,field,Pakistan
8793,1,KMDN Kulasekara,20.6,11,41,Sri Lanka,Pakistan,R Premadasa Stadium,Pakistan,field,Pakistan
8794,1,SL Malinga,32.6,15,29,Sri Lanka,Pakistan,R Premadasa Stadium,Pakistan,field,Pakistan
8795,1,M Muralitharan,40.6,2,14,Sri Lanka,Pakistan,R Premadasa Stadium,Pakistan,field,Pakistan
8796,2,Salman Butt,0.1,4,12,Sri Lanka,Pakistan,R Premadasa Stadium,Pakistan,field,Pakistan
8797,2,Shahid Afridi,0.1,2,9,Sri Lanka,Pakistan,R Premadasa Stadium,Pakistan,field,Pakistan
8798,2,Shoaib Malik,3.1,17,32,Sri Lanka,Pakistan,R Premadasa Stadium,Pakistan,field,Pakistan
8799,2,Younis Khan,4.1,4,15,Sri Lanka,Pakistan,R Premadasa Stadium,Pakistan,field,Pakistan
8800,2,Inzamam-ul-Haq,9.2,1,10,Sri Lanka,Pakistan,R Premadasa Stadium,Pakistan,field,Pakistan
8801,2,Mohammad Yousuf,11.5,26,59,Sri Lanka,Pakistan,R Premadasa Stadium,Pakistan,field,Pakistan
8802,2,Abdul Razzaq,15.1,41,101,Sri Lanka,Pakistan,R Premadasa Stadium,Pakistan,field,Pakistan
8803,2,Kamran Akmal,31.5,20,30,Sri Lanka,Pakistan,R Premadasa Stadium,Pakistan,field,Pakistan
8804,2,Naved-ul-Hasan,-1.0,0,0,Sri Lanka,Pakistan,R Premadasa Stadium,Pakistan,field,Pakistan
8805,2,Mohammad Asif,-1.0,0,0,Sri Lanka,Pakistan,R Premadasa Stadium,Pakistan,field,Pakistan
8806,2,Iftikhar Anjum,-1.0,0,0,Sri Lanka,Pakistan,R Premadasa Stadium,Pakistan,field,Pakistan
9041,1,V Sehwag,0.1,73,82,India,Pakistan,Sheikh Zayed Stadium,India,bat,India
9042,1,R Dravid,0.1,92,115,India,Pakistan,Sheikh Zayed Stadium,India,bat,India
9043,1,MS Dhoni,25.6,59,71,India,Pakistan,Sheikh Zayed Stadium,India,bat,India
9044,1,Yuvraj Singh,44.5,24,10,India,Pakistan,Sheikh Zayed Stadium,India,bat,India
9045,1,SK Raina,45.6,6,8,India,Pakistan,Sheikh Zayed Stadium,India,bat,India
9046,1,IK Pathan,47.3,7,8,India,Pakistan,Sheikh Zayed Stadium,India,bat,India
9047,1,S Sreesanth,-1.0,0,0,India,Pakistan,Sheikh Zayed Stadium,India,bat,India
9048,1,AB Agarkar,-1.0,0,0,India,Pakistan,Sheikh Zayed Stadium,India,bat,India
9049,1,Harbhajan Singh,-1.0,0,0,India,Pakistan,Sheikh Zayed Stadium,India,bat,India
9050,1,RR Powar,-1.0,0,0,India,Pakistan,Sheikh Zayed Stadium,India,bat,India
9051,2,Shoaib Malik,0.1,45,68,India,Pakistan,Sheikh Zayed Stadium,India,bat,India
9052,2,Imran Farhat,0.1,8,18,India,Pakistan,Sheikh Zayed Stadium,India,bat,India
9053,2,Shahid Afridi,4.6,0,2,India,Pakistan,Sheikh Zayed Stadium,India,bat,India
9054,2,Younis Khan,6.2,5,18,India,Pakistan,Sheikh Zayed Stadium,India,bat,India
9055,2,Inzamam-ul-Haq,11.5,79,91,India,Pakistan,Sheikh Zayed Stadium,India,bat,India
9056,2,Mohammad Yousuf,25.2,5,8,India,Pakistan,Sheikh Zayed Stadium,India,bat,India
9057,2,Kamran Akmal,27.6,18,25,India,Pakistan,Sheikh Zayed Stadium,India,bat,India
9058,2,Abdul Razzaq,34.7,1,3,India,Pakistan,Sheikh Zayed Stadium,India,bat,India
9059,2,Naved-ul-Hasan,35.3,27,17,India,Pakistan,Sheikh Zayed Stadium,India,bat,India
9060,2,Iftikhar Anjum,41.3,11,13,India,Pakistan,Sheikh Zayed Stadium,India,bat,India
9061,2,Mohammad Asif,42.5,1,7,India,Pakistan,Sheikh Zayed Stadium,India,bat,India
7991,1,WU Tharanga,0.1,16,18,South Africa,Sri Lanka,"""Brisbane Cricket Ground",South Africa,field,Sri Lanka
7992,1,J Mubarak,0.1,61,66,South Africa,Sri Lanka,"""Brisbane Cricket Ground",South Africa,field,Sri Lanka
7993,1,KC Sangakkara,5.4,88,105,South Africa,Sri Lanka,"""Brisbane Cricket Ground",South Africa,field,Sri Lanka
7994,1,TM Dilshan,23.6,15,20,South Africa,Sri Lanka,"""Brisbane Cricket Ground",South Africa,field,Sri Lanka
7995,1,MS Atapattu,30.5,33,40,South Africa,Sri Lanka,"""Brisbane Cricket Ground",South Africa,field,Sri Lanka
7996,1,DPMD Jayawardene,38.2,14,15,South Africa,Sri Lanka,"""Brisbane Cricket Ground",South Africa,field,Sri Lanka
7997,1,RP Arnold,43.5,15,16,South Africa,Sri Lanka,"""Brisbane Cricket Ground",South Africa,field,Sri Lanka
7998,1,WPUJC Vaas,46.1,14,14,South Africa,Sri Lanka,"""Brisbane Cricket Ground",South Africa,field,Sri Lanka
7999,1,PDRL Perera,-1.0,0,0,South Africa,Sri Lanka,"""Brisbane Cricket Ground",South Africa,field,Sri Lanka
8000,1,KMDN Kulasekara,-1.0,0,0,South Africa,Sri Lanka,"""Brisbane Cricket Ground",South Africa,field,Sri Lanka
8001,1,M Muralitharan,-1.0,0,0,South Africa,Sri Lanka,"""Brisbane Cricket Ground",South Africa,field,Sri Lanka
8002,1,HMCM Bandara,-1.0,0,0,South Africa,Sri Lanka,"""Brisbane Cricket Ground",South Africa,field,Sri Lanka
8003,2,GC Smith,0.1,3,10,South Africa,Sri Lanka,"""Brisbane Cricket Ground",South Africa,field,Sri Lanka
8004,2,HH Dippenaar,0.1,10,12,South Africa,Sri Lanka,"""Brisbane Cricket Ground",South Africa,field,Sri Lanka
8005,2,JA Rudolph,2.4,53,63,South Africa,Sri Lanka,"""Brisbane Cricket Ground",South Africa,field,Sri Lanka
8006,2,HH Gibbs,6.1,7,16,South Africa,Sri Lanka,"""Brisbane Cricket Ground",South Africa,field,Sri Lanka
8007,2,AG Prince,13.4,29,44,South Africa,Sri Lanka,"""Brisbane Cricket Ground",South Africa,field,Sri Lanka
8008,2,MV Boucher,20.5,62,71,South Africa,Sri Lanka,"""Brisbane Cricket Ground",South Africa,field,Sri Lanka
8009,2,JM Kemp,29.3,10,21,South Africa,Sri Lanka,"""Brisbane Cricket Ground",South Africa,field,Sri Lanka
8010,2,SM Pollock,36.1,4,8,South Africa,Sri Lanka,"""Brisbane Cricket Ground",South Africa,field,Sri Lanka
8011,2,AJ Hall,40.2,4,9,South Africa,Sri Lanka,"""Brisbane Cricket Ground",South Africa,field,Sri Lanka
8012,2,J Botha,41.6,2,8,South Africa,Sri Lanka,"""Brisbane Cricket Ground",South Africa,field,Sri Lanka
8013,2,GJP Kruger,43.4,0,3,South Africa,Sri Lanka,"""Brisbane Cricket Ground",South Africa,field,Sri Lanka
8014,2,M Zondeki,-1.0,0,0,South Africa,Sri Lanka,"""Brisbane Cricket Ground",South Africa,field,Sri Lanka
8105,1,L Vincent,0.1,8,14,New Zealand,Sri Lanka,Westpac Stadium,New Zealand,bat,New Zealand
8106,1,JM How,0.1,5,5,New Zealand,Sri Lanka,Westpac Stadium,New Zealand,bat,New Zealand
8107,1,SP Fleming,2.5,37,51,New Zealand,Sri Lanka,Westpac Stadium,New Zealand,bat,New Zealand
8108,1,PG Fulton,3.4,50,62,New Zealand,Sri Lanka,Westpac Stadium,New Zealand,bat,New Zealand
8109,1,HJH Marshall,18.1,50,69,New Zealand,Sri Lanka,Westpac Stadium,New Zealand,bat,New Zealand
8110,1,SB Styris,27.2,13,20,New Zealand,Sri Lanka,Westpac Stadium,New Zealand,bat,New Zealand
8111,1,CL Cairns,33.3,2,6,New Zealand,Sri Lanka,Westpac Stadium,New Zealand,bat,New Zealand
8112,1,BB McCullum,35.6,1,4,New Zealand,Sri Lanka,Westpac Stadium,New Zealand,bat,New Zealand
8113,1,DL Vettori,37.2,7,20,New Zealand,Sri Lanka,Westpac Stadium,New Zealand,bat,New Zealand
8114,1,JEC Franklin,42.1,29,26,New Zealand,Sri Lanka,Westpac Stadium,New Zealand,bat,New Zealand
8115,1,SE Bond,43.1,9,19,New Zealand,Sri Lanka,Westpac Stadium,New Zealand,bat,New Zealand
8116,1,JS Patel,-1.0,0,0,New Zealand,Sri Lanka,Westpac Stadium,New Zealand,bat,New Zealand
8117,2,WU Tharanga,0.1,9,10,New Zealand,Sri Lanka,Westpac Stadium,New Zealand,bat,New Zealand
8118,2,J Mubarak,0.1,53,84,New Zealand,Sri Lanka,Westpac Stadium,New Zealand,bat,New Zealand
8119,2,KC Sangakkara,2.4,52,46,New Zealand,Sri Lanka,Westpac Stadium,New Zealand,bat,New Zealand
8120,2,DPMD Jayawardene,15.1,12,15,New Zealand,Sri Lanka,Westpac Stadium,New Zealand,bat,New Zealand
8121,2,MS Atapattu,18.5,19,29,New Zealand,Sri Lanka,Westpac Stadium,New Zealand,bat,New Zealand
8122,2,TM Dilshan,26.5,17,33,New Zealand,Sri Lanka,Westpac Stadium,New Zealand,bat,New Zealand
8123,2,RP Arnold,33.3,11,21,New Zealand,Sri Lanka,Westpac Stadium,New Zealand,bat,New Zealand
8124,2,MF Maharoof,38.3,0,2,New Zealand,Sri Lanka,Westpac Stadium,New Zealand,bat,New Zealand
8125,2,WPUJC Vaas,38.5,9,9,New Zealand,Sri Lanka,Westpac Stadium,New Zealand,bat,New Zealand
8126,2,HMCM Bandara,41.2,12,22,New Zealand,Sri Lanka,Westpac Stadium,New Zealand,bat,New Zealand
8127,2,CRD Fernando,43.4,4,6,New Zealand,Sri Lanka,Westpac Stadium,New Zealand,bat,New Zealand
8128,2,M Muralitharan,-1.0,0,0,New Zealand,Sri Lanka,Westpac Stadium,New Zealand,bat,New Zealand
8197,1,Salman Butt,0.1,0,2,Pakistan,India,Gaddafi Stadium,India,field,India
8198,1,Kamran Akmal,0.3,34,46,Pakistan,India,Gaddafi Stadium,India,field,India
8199,1,Shahid Afridi,0.1,19,15,Pakistan,India,Gaddafi Stadium,India,field,India
8200,1,Shoaib Malik,6.2,108,118,Pakistan,India,Gaddafi Stadium,India,field,India
8201,1,Mohammad Yousuf,15.1,1,2,Pakistan,India,Gaddafi Stadium,India,field,India
8202,1,Inzamam-ul-Haq,16.6,16,28,Pakistan,India,Gaddafi Stadium,India,field,India
8203,1,Younis Khan,27.4,16,21,Pakistan,India,Gaddafi Stadium,India,field,India
8204,1,Abdul Razzaq,32.4,64,54,Pakistan,India,Gaddafi Stadium,India,field,India
8205,1,Naved-ul-Hasan,45.4,7,9,Pakistan,India,Gaddafi Stadium,India,field,India
8206,1,Yasir Arafat,49.2,1,1,Pakistan,India,Gaddafi Stadium,India,field,India
8207,1,Mohammad Asif,-1.0,0,0,Pakistan,India,Gaddafi Stadium,India,field,India
8208,1,Umar Gul,-1.0,0,0,Pakistan,India,Gaddafi Stadium,India,field,India
8209,2,G Gambhir,0.1,2,7,Pakistan,India,Gaddafi Stadium,India,field,India
8210,2,SR Tendulkar,0.1,95,99,Pakistan,India,Gaddafi Stadium,India,field,India
8211,2,IK Pathan,2.2,0,2,Pakistan,India,Gaddafi Stadium,India,field,India
8212,2,R Dravid,2.4,22,39,Pakistan,India,Gaddafi Stadium,India,field,India
8213,2,Yuvraj Singh,18.4,79,84,Pakistan,India,Gaddafi Stadium,India,field,India
8214,2,M Kaif,34.1,0,2,Pakistan,India,Gaddafi Stadium,India,field,India
8215,2,MS Dhoni,34.5,72,45,Pakistan,India,Gaddafi Stadium,India,field,India
8216,2,S Sreesanth,-1.0,0,0,Pakistan,India,Gaddafi Stadium,India,field,India
