,Unnamed: 0,Innings,Player_name,Over_start_number,Runs_Scored,Balls_faced,Team1,Team2,Venue,Toss_winner,Toss_decision,Winner
39388,5877,1,RR Pant,4.5,64,43,Delhi Daredevils,Mumbai Indians,Feroz Shah Kotla,Delhi Daredevils,bat,Delhi Daredevils
39389,5878,1,V Shankar,9.1,43,30,Delhi Daredevils,Mumbai Indians,Feroz Shah Kotla,Delhi Daredevils,bat,Delhi Daredevils
39390,5879,1,Abhishek Sharma,16.6,15,9,Delhi Daredevils,Mumbai Indians,Feroz Shah Kotla,Delhi Daredevils,bat,Delhi Daredevils
39391,5880,1,S Lamichhane,-1.0,0,0,Delhi Daredevils,Mumbai Indians,Feroz Shah Kotla,Delhi Daredevils,bat,Delhi Daredevils
39392,5881,1,TA Boult,-1.0,0,0,Delhi Daredevils,Mumbai Indians,Feroz Shah Kotla,Delhi Daredevils,bat,Delhi Daredevils
39393,5882,1,HV Patel,-1.0,0,0,Delhi Daredevils,Mumbai Indians,Feroz Shah Kotla,Delhi Daredevils,bat,Delhi Daredevils
39394,5883,1,LE Plunkett,-1.0,0,0,Delhi Daredevils,Mumbai Indians,Feroz Shah Kotla,Delhi Daredevils,bat,Delhi Daredevils
39395,5884,1,A Mishra,-1.0,0,0,Delhi Daredevils,Mumbai Indians,Feroz Shah Kotla,Delhi Daredevils,bat,Delhi Daredevils
39396,5885,2,SA Yadav,0.1,12,4,Delhi Daredevils,Mumbai Indians,Feroz Shah Kotla,Delhi Daredevils,bat,Delhi Daredevils
39397,5886,2,E Lewis,0.1,48,31,Delhi Daredevils,Mumbai Indians,Feroz Shah Kotla,Delhi Daredevils,bat,Delhi Daredevils
39398,5887,2,Ishan Kishan,0.5,5,13,Delhi Daredevils,Mumbai Indians,Feroz Shah Kotla,Delhi Daredevils,bat,Delhi Daredevils
39399,5888,2,KA Pollard,6.2,7,7,Delhi Daredevils,Mumbai Indians,Feroz Shah Kotla,Delhi Daredevils,bat,Delhi Daredevils
39400,5889,2,KH Pandya,9.2,4,3,Delhi Daredevils,Mumbai Indians,Feroz Shah Kotla,Delhi Daredevils,bat,Delhi Daredevils
39401,5890,2,HH Pandya,9.5,27,17,Delhi Daredevils,Mumbai Indians,Feroz Shah Kotla,Delhi Daredevils,bat,Delhi Daredevils
39402,5891,2,RG Sharma,9.1,13,11,Delhi Daredevils,Mumbai Indians,Feroz Shah Kotla,Delhi Daredevils,bat,Delhi Daredevils
39403,5892,2,BCJ Cutting,13.7,37,20,Delhi Daredevils,Mumbai Indians,Feroz Shah Kotla,Delhi Daredevils,bat,Delhi Daredevils
39404,5893,2,M Markande,14.6,3,9,Delhi Daredevils,Mumbai Indians,Feroz Shah Kotla,Delhi Daredevils,bat,Delhi Daredevils
39405,5894,2,JJ Bumrah,19.1,0,1,Delhi Daredevils,Mumbai Indians,Feroz Shah Kotla,Delhi Daredevils,bat,Delhi Daredevils
39406,5895,2,Mustafizur Rahman,19.3,0,0,Delhi Daredevils,Mumbai Indians,Feroz Shah Kotla,Delhi Daredevils,bat,Delhi Daredevils
39407,5896,1,S Dhawan,0.1,0,1,Sunrisers Hyderabad,Chennai Super Kings,Wankhede Stadium,Chennai Super Kings,field,Chennai Super Kings
39408,5897,1,KS Williamson,0.2,24,15,Sunrisers Hyderabad,Chennai Super Kings,Wankhede Stadium,Chennai Super Kings,field,Chennai Super Kings
39409,5898,1,SP Goswami,0.1,12,9,Sunrisers Hyderabad,Chennai Super Kings,Wankhede Stadium,Chennai Super Kings,field,Chennai Super Kings
39410,5899,1,MK Pandey,3.6,8,16,Sunrisers Hyderabad,Chennai Super Kings,Wankhede Stadium,Chennai Super Kings,field,Chennai Super Kings
39411,5900,1,Shakib Al Hasan,4.3,12,10,Sunrisers Hyderabad,Chennai Super Kings,Wankhede Stadium,Chennai Super Kings,field,Chennai Super Kings
39412,5901,1,YK Pathan,6.5,24,29,Sunrisers Hyderabad,Chennai Super Kings,Wankhede Stadium,Chennai Super Kings,field,Chennai Super Kings
39413,5902,1,CR Brathwaite,11.4,43,29,Sunrisers Hyderabad,Chennai Super Kings,Wankhede Stadium,Chennai Super Kings,field,Chennai Super Kings
39414,5903,1,B Kumar,15.1,7,11,Sunrisers Hyderabad,Chennai Super Kings,Wankhede Stadium,Chennai Super Kings,field,Chennai Super Kings
39415,5904,1,Sandeep Sharma,-1.0,0,0,Sunrisers Hyderabad,Chennai Super Kings,Wankhede Stadium,Chennai Super Kings,field,Chennai Super Kings
39416,5905,1,S Kaul,-1.0,0,0,Sunrisers Hyderabad,Chennai Super Kings,Wankhede Stadium,Chennai Super Kings,field,Chennai Super Kings
39417,5906,1,Rashid Khan,-1.0,0,0,Sunrisers Hyderabad,Chennai Super Kings,Wankhede Stadium,Chennai Super Kings,field,Chennai Super Kings
39418,5907,2,SR Watson,0.1,0,5,Sunrisers Hyderabad,Chennai Super Kings,Wankhede Stadium,Chennai Super Kings,field,Chennai Super Kings
39419,5908,2,SK Raina,0.6,22,13,Sunrisers Hyderabad,Chennai Super Kings,Wankhede Stadium,Chennai Super Kings,field,Chennai Super Kings
39420,5909,2,F du Plessis,0.1,67,42,Sunrisers Hyderabad,Chennai Super Kings,Wankhede Stadium,Chennai Super Kings,field,Chennai Super Kings
39421,5910,2,AT Rayudu,3.4,0,1,Sunrisers Hyderabad,Chennai Super Kings,Wankhede Stadium,Chennai Super Kings,field,Chennai Super Kings
39422,5911,2,MS Dhoni,3.5,9,17,Sunrisers Hyderabad,Chennai Super Kings,Wankhede Stadium,Chennai Super Kings,field,Chennai Super Kings
39423,5912,2,DJ Bravo,7.5,7,11,Sunrisers Hyderabad,Chennai Super Kings,Wankhede Stadium,Chennai Super Kings,field,Chennai Super Kings
39424,5913,2,RA Jadeja,11.3,3,5,Sunrisers Hyderabad,Chennai Super Kings,Wankhede Stadium,Chennai Super Kings,field,Chennai Super Kings
39425,5914,2,DL Chahar,12.4,10,6,Sunrisers Hyderabad,Chennai Super Kings,Wankhede Stadium,Chennai Super Kings,field,Chennai Super Kings
39426,5915,2,Harbhajan Singh,15.1,2,8,Sunrisers Hyderabad,Chennai Super Kings,Wankhede Stadium,Chennai Super Kings,field,Chennai Super Kings
39427,5916,2,SN Thakur,17.6,15,5,Sunrisers Hyderabad,Chennai Super Kings,Wankhede Stadium,Chennai Super Kings,field,Chennai Super Kings
39428,5917,2,L Ngidi,-1.0,0,0,Sunrisers Hyderabad,Chennai Super Kings,Wankhede Stadium,Chennai Super Kings,field,Chennai Super Kings
39429,5918,1,SP Narine,0.1,4,2,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,Rajasthan Royals,field,Kolkata Knight Riders
39430,5919,1,RV Uthappa,0.3,3,6,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,Rajasthan Royals,field,Kolkata Knight Riders
39431,5920,1,CA Lynn,0.1,18,22,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,Rajasthan Royals,field,Kolkata Knight Riders
39432,5921,1,N Rana,2.2,3,5,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,Rajasthan Royals,field,Kolkata Knight Riders
39433,5922,1,KD Karthik,3.5,52,38,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,Rajasthan Royals,field,Kolkata Knight Riders
39434,5923,1,Shubman Gill,8.1,28,17,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,Rajasthan Royals,field,Kolkata Knight Riders
39435,5924,1,AD Russell,14.3,49,24,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,Rajasthan Royals,field,Kolkata Knight Riders
39436,5925,1,JPR Scantlebury-Searles,17.2,2,5,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,Rajasthan Royals,field,Kolkata Knight Riders
39437,5926,1,PP Chawla,19.7,0,0,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,Rajasthan Royals,field,Kolkata Knight Riders
39438,5927,1,M Prasidh Krishna,-1.0,0,0,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,Rajasthan Royals,field,Kolkata Knight Riders
39439,5928,1,Kuldeep Yadav,-1.0,0,0,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,Rajasthan Royals,field,Kolkata Knight Riders
39440,5929,2,AM Rahane,0.1,46,41,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,Rajasthan Royals,field,Kolkata Knight Riders
39441,5930,2,RA Tripathi,0.1,20,13,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,Rajasthan Royals,field,Kolkata Knight Riders
39442,5931,2,SV Samson,5.2,50,38,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,Rajasthan Royals,field,Kolkata Knight Riders
39443,5932,2,H Klaasen,14.2,18,18,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,Rajasthan Royals,field,Kolkata Knight Riders
39444,5933,2,STR Binny,16.6,0,3,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,Rajasthan Royals,field,Kolkata Knight Riders
39445,5934,2,K Gowtham,18.1,9,7,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,Rajasthan Royals,field,Kolkata Knight Riders
39446,5935,2,JC Archer,-1.0,0,0,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,Rajasthan Royals,field,Kolkata Knight Riders
39447,5936,2,JD Unadkat,-1.0,0,0,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,Rajasthan Royals,field,Kolkata Knight Riders
39448,5937,2,IS Sodhi,-1.0,0,0,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,Rajasthan Royals,field,Kolkata Knight Riders
39449,5938,2,S Gopal,-1.0,0,0,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,Rajasthan Royals,field,Kolkata Knight Riders
39450,5939,2,B Laughlin,-1.0,0,0,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,Rajasthan Royals,field,Kolkata Knight Riders
39451,5940,1,WP Saha,0.1,35,27,Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,Kolkata Knight Riders,field,Sunrisers Hyderabad
39452,5941,1,S Dhawan,0.1,34,24,Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,Kolkata Knight Riders,field,Sunrisers Hyderabad
39453,5942,1,KS Williamson,7.2,3,3,Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,Kolkata Knight Riders,field,Sunrisers Hyderabad
39454,5943,1,Shakib Al Hasan,7.6,28,24,Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,Kolkata Knight Riders,field,Sunrisers Hyderabad
39455,5944,1,DJ Hooda,10.4,19,18,Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,Kolkata Knight Riders,field,Sunrisers Hyderabad
39456,5945,1,YK Pathan,15.2,3,7,Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,Kolkata Knight Riders,field,Sunrisers Hyderabad
39457,5946,1,CR Brathwaite,16.6,8,4,Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,Kolkata Knight Riders,field,Sunrisers Hyderabad
39458,5947,1,Rashid Khan,17.7,34,10,Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,Kolkata Knight Riders,field,Sunrisers Hyderabad
39459,5948,1,B Kumar,18.2,5,2,Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,Kolkata Knight Riders,field,Sunrisers Hyderabad
39460,5949,1,KK Ahmed,-1.0,0,0,Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,Kolkata Knight Riders,field,Sunrisers Hyderabad
39461,5950,1,S Kaul,-1.0,0,0,Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,Kolkata Knight Riders,field,Sunrisers Hyderabad
39462,5951,2,CA Lynn,0.1,48,31,Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,Kolkata Knight Riders,field,Sunrisers Hyderabad
39463,5952,2,SP Narine,0.1,26,11,Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,Kolkata Knight Riders,field,Sunrisers Hyderabad
39464,5953,2,N Rana,3.3,22,16,Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,Kolkata Knight Riders,field,Sunrisers Hyderabad
39465,5954,2,RV Uthappa,8.4,2,8,Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,Kolkata Knight Riders,field,Sunrisers Hyderabad
39466,5955,2,KD Karthik,10.2,8,6,Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,Kolkata Knight Riders,field,Sunrisers Hyderabad
39467,5956,2,AD Russell,12.3,3,7,Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,Kolkata Knight Riders,field,Sunrisers Hyderabad
39468,5957,2,Shubman Gill,12.1,30,20,Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,Kolkata Knight Riders,field,Sunrisers Hyderabad
39469,5958,2,PP Chawla,14.5,12,12,Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,Kolkata Knight Riders,field,Sunrisers Hyderabad
39470,5959,2,Shivam Mavi,18.2,6,4,Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,Kolkata Knight Riders,field,Sunrisers Hyderabad
39471,5960,2,Kuldeep Yadav,19.3,0,3,Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,Kolkata Knight Riders,field,Sunrisers Hyderabad
39472,5961,2,M Prasidh Krishna,19.4,0,0,Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,Kolkata Knight Riders,field,Sunrisers Hyderabad
39473,5962,1,SP Goswami,0.1,5,4,Chennai Super Kings,Sunrisers Hyderabad,Wankhede Stadium,Chennai Super Kings,field,Chennai Super Kings
39474,5963,1,S Dhawan,0.1,26,25,Chennai Super Kings,Sunrisers Hyderabad,Wankhede Stadium,Chennai Super Kings,field,Chennai Super Kings
39475,5964,1,KS Williamson,1.6,47,35,Chennai Super Kings,Sunrisers Hyderabad,Wankhede Stadium,Chennai Super Kings,field,Chennai Super Kings
39476,5965,1,Shakib Al Hasan,8.4,23,15,Chennai Super Kings,Sunrisers Hyderabad,Wankhede Stadium,Chennai Super Kings,field,Chennai Super Kings
39477,5966,1,YK Pathan,12.2,45,25,Chennai Super Kings,Sunrisers Hyderabad,Wankhede Stadium,Chennai Super Kings,field,Chennai Super Kings
39478,5967,1,DJ Hooda,15.6,3,4,Chennai Super Kings,Sunrisers Hyderabad,Wankhede Stadium,Chennai Super Kings,field,Chennai Super Kings
39479,5968,1,CR Brathwaite,17.1,21,11,Chennai Super Kings,Sunrisers Hyderabad,Wankhede Stadium,Chennai Super Kings,field,Chennai Super Kings
39480,5969,1,B Kumar,-1.0,0,0,Chennai Super Kings,Sunrisers Hyderabad,Wankhede Stadium,Chennai Super Kings,field,Chennai Super Kings
39481,5970,1,Sandeep Sharma,-1.0,0,0,Chennai Super Kings,Sunrisers Hyderabad,Wankhede Stadium,Chennai Super Kings,field,Chennai Super Kings
39482,5971,1,S Kaul,-1.0,0,0,Chennai Super Kings,Sunrisers Hyderabad,Wankhede Stadium,Chennai Super Kings,field,Chennai Super Kings
39483,5972,1,Rashid Khan,-1.0,0,0,Chennai Super Kings,Sunrisers Hyderabad,Wankhede Stadium,Chennai Super Kings,field,Chennai Super Kings
39484,5973,2,SR Watson,0.1,117,56,Chennai Super Kings,Sunrisers Hyderabad,Wankhede Stadium,Chennai Super Kings,field,Chennai Super Kings
39485,5974,2,F du Plessis,0.1,10,10,Chennai Super Kings,Sunrisers Hyderabad,Wankhede Stadium,Chennai Super Kings,field,Chennai Super Kings
39486,5975,2,SK Raina,4.1,32,24,Chennai Super Kings,Sunrisers Hyderabad,Wankhede Stadium,Chennai Super Kings,field,Chennai Super Kings
39487,5976,2,AT Rayudu,13.4,16,18,Chennai Super Kings,Sunrisers Hyderabad,Wankhede Stadium,Chennai Super Kings,field,Chennai Super Kings
39488,5977,2,DL Chahar,-1.0,0,0,Chennai Super Kings,Sunrisers Hyderabad,Wankhede Stadium,Chennai Super Kings,field,Chennai Super Kings
39489,5978,2,L Ngidi,-1.0,0,0,Chennai Super Kings,Sunrisers Hyderabad,Wankhede Stadium,Chennai Super Kings,field,Chennai Super Kings
39490,5979,2,SN Thakur,-1.0,0,0,Chennai Super Kings,Sunrisers Hyderabad,Wankhede Stadium,Chennai Super Kings,field,Chennai Super Kings
39491,5980,2,KV Sharma,-1.0,0,0,Chennai Super Kings,Sunrisers Hyderabad,Wankhede Stadium,Chennai Super Kings,field,Chennai Super Kings
39492,5981,2,DJ Bravo,-1.0,0,0,Chennai Super Kings,Sunrisers Hyderabad,Wankhede Stadium,Chennai Super Kings,field,Chennai Super Kings
39493,5982,2,RA Jadeja,-1.0,0,0,Chennai Super Kings,Sunrisers Hyderabad,Wankhede Stadium,Chennai Super Kings,field,Chennai Super Kings
39494,6737,1,JC Buttler,0.1,63,37,Sydney Thunder,Sydney Sixers,Sydney Showground Stadium,Sydney Sixers,field,Sydney Thunder
39495,6738,1,SR Watson,0.1,19,15,Sydney Thunder,Sydney Sixers,Sydney Showground Stadium,Sydney Sixers,field,Sydney Thunder
39496,6739,1,CJ Ferguson,5.6,23,23,Sydney Thunder,Sydney Sixers,Sydney Showground Stadium,Sydney Sixers,field,Sydney Thunder
39497,6740,1,JE Root,11.6,9,8,Sydney Thunder,Sydney Sixers,Sydney Showground Stadium,Sydney Sixers,field,Sydney Thunder
39498,6741,1,JJS Sangha,13.4,3,6,Sydney Thunder,Sydney Sixers,Sydney Showground Stadium,Sydney Sixers,field,Sydney Thunder
39499,6742,1,DR Sams,14.3,28,11,Sydney Thunder,Sydney Sixers,Sydney Showground Stadium,Sydney Sixers,field,Sydney Thunder
39500,6743,1,CJ Green,16.5,0,2,Sydney Thunder,Sydney Sixers,Sydney Showground Stadium,Sydney Sixers,field,Sydney Thunder
39501,6744,1,JD Cook,17.2,12,12,Sydney Thunder,Sydney Sixers,Sydney Showground Stadium,Sydney Sixers,field,Sydney Thunder
39502,6745,1,N McAndrew,17.1,7,3,Sydney Thunder,Sydney Sixers,Sydney Showground Stadium,Sydney Sixers,field,Sydney Thunder
39503,6746,1,SL Rainbird,19.8,0,1,Sydney Thunder,Sydney Sixers,Sydney Showground Stadium,Sydney Sixers,field,Sydney Thunder
39504,6747,1,Fawad Ahmed,-1.0,0,0,Sydney Thunder,Sydney Sixers,Sydney Showground Stadium,Sydney Sixers,field,Sydney Thunder
39505,6748,2,J Edwards,0.1,9,9,Sydney Thunder,Sydney Sixers,Sydney Showground Stadium,Sydney Sixers,field,Sydney Thunder
39506,6749,2,JL Denly,0.1,1,4,Sydney Thunder,Sydney Sixers,Sydney Showground Stadium,Sydney Sixers,field,Sydney Thunder
39507,6750,2,MC Henriques,1.4,15,13,Sydney Thunder,Sydney Sixers,Sydney Showground Stadium,Sydney Sixers,field,Sydney Thunder
39508,6751,2,DP Hughes,3.1,13,14,Sydney Thunder,Sydney Sixers,Sydney Showground Stadium,Sydney Sixers,field,Sydney Thunder
39509,6752,2,JC Silk,5.5,0,1,Sydney Thunder,Sydney Sixers,Sydney Showground Stadium,Sydney Sixers,field,Sydney Thunder
39510,6753,2,JR Philippe,6.3,12,8,Sydney Thunder,Sydney Sixers,Sydney Showground Stadium,Sydney Sixers,field,Sydney Thunder
39511,6754,2,TK Curran,7.1,62,40,Sydney Thunder,Sydney Sixers,Sydney Showground Stadium,Sydney Sixers,field,Sydney Thunder
39512,6755,2,SA Abbott,9.1,35,28,Sydney Thunder,Sydney Sixers,Sydney Showground Stadium,Sydney Sixers,field,Sydney Thunder
39513,6756,2,SNJ O'Keefe,19.1,0,2,Sydney Thunder,Sydney Sixers,Sydney Showground Stadium,Sydney Sixers,field,Sydney Thunder
39514,6757,2,L Pope,19.6,0,1,Sydney Thunder,Sydney Sixers,Sydney Showground Stadium,Sydney Sixers,field,Sydney Thunder
39515,6758,2,BJ Dwarshuis,19.4,0,0,Sydney Thunder,Sydney Sixers,Sydney Showground Stadium,Sydney Sixers,field,Sydney Thunder
39516,6759,1,M Klinger,0.1,26,28,Perth Scorchers,Brisbane Heat,Perth Stadium,Brisbane Heat,field,Brisbane Heat
39517,6760,1,CT Bancroft,0.1,24,24,Perth Scorchers,Brisbane Heat,Perth Stadium,Brisbane Heat,field,Brisbane Heat
39518,6761,1,MR Marsh,8.4,11,16,Perth Scorchers,Brisbane Heat,Perth Stadium,Brisbane Heat,field,Brisbane Heat
39519,6762,1,AJ Turner,9.3,47,29,Perth Scorchers,Brisbane Heat,Perth Stadium,Brisbane Heat,field,Brisbane Heat
39520,6763,1,HWR Cartwright,14.2,2,5,Perth Scorchers,Brisbane Heat,Perth Stadium,Brisbane Heat,field,Brisbane Heat
39521,6764,1,AC Agar,15.2,11,11,Perth Scorchers,Brisbane Heat,Perth Stadium,Brisbane Heat,field,Brisbane Heat
39522,6765,1,NM Coulter-Nile,18.6,2,2,Perth Scorchers,Brisbane Heat,Perth Stadium,Brisbane Heat,field,Brisbane Heat
39523,6766,1,WG Bosisto,19.7,0,0,Perth Scorchers,Brisbane Heat,Perth Stadium,Brisbane Heat,field,Brisbane Heat
39524,6767,1,JP Behrendorff,-1.0,0,0,Perth Scorchers,Brisbane Heat,Perth Stadium,Brisbane Heat,field,Brisbane Heat
39525,6768,1,JA Richardson,-1.0,0,0,Perth Scorchers,Brisbane Heat,Perth Stadium,Brisbane Heat,field,Brisbane Heat
39526,6769,1,AJ Tye,-1.0,0,0,Perth Scorchers,Brisbane Heat,Perth Stadium,Brisbane Heat,field,Brisbane Heat
39527,6770,2,M Bryant,0.1,11,5,Perth Scorchers,Brisbane Heat,Perth Stadium,Brisbane Heat,field,Brisbane Heat
39528,6771,2,BB McCullum,0.1,14,11,Perth Scorchers,Brisbane Heat,Perth Stadium,Brisbane Heat,field,Brisbane Heat
39529,6772,2,CA Lynn,1.6,33,32,Perth Scorchers,Brisbane Heat,Perth Stadium,Brisbane Heat,field,Brisbane Heat
39530,6773,2,MT Renshaw,5.2,18,15,Perth Scorchers,Brisbane Heat,Perth Stadium,Brisbane Heat,field,Brisbane Heat
39531,6774,2,JA Burns,10.3,20,24,Perth Scorchers,Brisbane Heat,Perth Stadium,Brisbane Heat,field,Brisbane Heat
39532,6775,2,JJ Peirson,11.4,4,4,Perth Scorchers,Brisbane Heat,Perth Stadium,Brisbane Heat,field,Brisbane Heat
39533,6776,2,BCJ Cutting,12.3,26,16,Perth Scorchers,Brisbane Heat,Perth Stadium,Brisbane Heat,field,Brisbane Heat
39534,6777,2,JL Pattinson,-1.0,0,0,Perth Scorchers,Brisbane Heat,Perth Stadium,Brisbane Heat,field,Brisbane Heat
39535,6778,2,Mujeeb Ur Rahman,-1.0,0,0,Perth Scorchers,Brisbane Heat,Perth Stadium,Brisbane Heat,field,Brisbane Heat
39536,6779,2,B Doggett,-1.0,0,0,Perth Scorchers,Brisbane Heat,Perth Stadium,Brisbane Heat,field,Brisbane Heat
39537,6780,2,JK Lalor,-1.0,0,0,Perth Scorchers,Brisbane Heat,Perth Stadium,Brisbane Heat,field,Brisbane Heat
39538,6781,1,MW Short,0.1,1,2,Adelaide Strikers,Melbourne Stars,Adelaide Oval,Melbourne Stars,field,Adelaide Strikers
39539,6782,1,J Weatherald,0.1,15,17,Adelaide Strikers,Melbourne Stars,Adelaide Oval,Melbourne Stars,field,Adelaide Strikers
39540,6783,1,TM Head,0.6,43,31,Adelaide Strikers,Melbourne Stars,Adelaide Oval,Melbourne Stars,field,Adelaide Strikers
39541,6784,1,CA Ingram,4.2,57,41,Adelaide Strikers,Melbourne Stars,Adelaide Oval,Melbourne Stars,field,Adelaide Strikers
39542,6785,1,Rashid Khan,12.6,13,9,Adelaide Strikers,Melbourne Stars,Adelaide Oval,Melbourne Stars,field,Adelaide Strikers
39543,6786,1,JW Wells,16.4,32,12,Adelaide Strikers,Melbourne Stars,Adelaide Oval,Melbourne Stars,field,Adelaide Strikers
39544,6787,1,HJ Nielsen,16.6,8,5,Adelaide Strikers,Melbourne Stars,Adelaide Oval,Melbourne Stars,field,Adelaide Strikers
39545,6788,1,MG Neser,-1.0,0,0,Adelaide Strikers,Melbourne Stars,Adelaide Oval,Melbourne Stars,field,Adelaide Strikers
39546,6789,1,WA Agar,-1.0,0,0,Adelaide Strikers,Melbourne Stars,Adelaide Oval,Melbourne Stars,field,Adelaide Strikers
39547,6790,1,B Laughlin,-1.0,0,0,Adelaide Strikers,Melbourne Stars,Adelaide Oval,Melbourne Stars,field,Adelaide Strikers
39548,6791,1,LN O'Connor,-1.0,0,0,Adelaide Strikers,Melbourne Stars,Adelaide Oval,Melbourne Stars,field,Adelaide Strikers
39549,6792,2,EP Gulbis,0.1,37,25,Adelaide Strikers,Melbourne Stars,Adelaide Oval,Melbourne Stars,field,Adelaide Strikers
39550,6793,2,BR Dunk,0.1,20,15,Adelaide Strikers,Melbourne Stars,Adelaide Oval,Melbourne Stars,field,Adelaide Strikers
39551,6794,2,NCR Larkin,5.3,0,4,Adelaide Strikers,Melbourne Stars,Adelaide Oval,Melbourne Stars,field,Adelaide Strikers
39552,6795,2,NJ Maddinson,6.3,5,7,Adelaide Strikers,Melbourne Stars,Adelaide Oval,Melbourne Stars,field,Adelaide Strikers
39553,6796,2,SE Gotch,7.4,11,13,Adelaide Strikers,Melbourne Stars,Adelaide Oval,Melbourne Stars,field,Adelaide Strikers
39554,6797,2,DJ Bravo,9.1,33,23,Adelaide Strikers,Melbourne Stars,Adelaide Oval,Melbourne Stars,field,Adelaide Strikers
39555,6798,2,J Merlo,13.1,4,4,Adelaide Strikers,Melbourne Stars,Adelaide Oval,Melbourne Stars,field,Adelaide Strikers
39556,6799,2,LE Plunkett,13.7,4,6,Adelaide Strikers,Melbourne Stars,Adelaide Oval,Melbourne Stars,field,Adelaide Strikers
39557,6800,2,JM Bird,15.2,10,11,Adelaide Strikers,Melbourne Stars,Adelaide Oval,Melbourne Stars,field,Adelaide Strikers
39558,6801,2,SM Boland,16.4,6,5,Adelaide Strikers,Melbourne Stars,Adelaide Oval,Melbourne Stars,field,Adelaide Strikers
39559,6802,2,L Bowe,18.5,2,2,Adelaide Strikers,Melbourne Stars,Adelaide Oval,Melbourne Stars,field,Adelaide Strikers
39560,6803,1,M Bryant,0.1,44,24,Melbourne Renegades,Brisbane Heat,Geelong Cricket Ground,Melbourne Renegades,field,Brisbane Heat
39561,6804,1,BB McCullum,0.1,69,43,Melbourne Renegades,Brisbane Heat,Geelong Cricket Ground,Melbourne Renegades,field,Brisbane Heat
39562,6805,1,CA Lynn,6.5,66,43,Melbourne Renegades,Brisbane Heat,Geelong Cricket Ground,Melbourne Renegades,field,Brisbane Heat
39563,6806,1,BCJ Cutting,16.6,1,2,Melbourne Renegades,Brisbane Heat,Geelong Cricket Ground,Melbourne Renegades,field,Brisbane Heat
39564,6807,1,MT Renshaw,17.2,3,4,Melbourne Renegades,Brisbane Heat,Geelong Cricket Ground,Melbourne Renegades,field,Brisbane Heat
39565,6808,1,AI Ross,19.1,5,2,Melbourne Renegades,Brisbane Heat,Geelong Cricket Ground,Melbourne Renegades,field,Brisbane Heat
39566,6809,1,Mujeeb Ur Rahman,-1.0,0,0,Melbourne Renegades,Brisbane Heat,Geelong Cricket Ground,Melbourne Renegades,field,Brisbane Heat
39567,6810,1,JK Lalor,-1.0,0,0,Melbourne Renegades,Brisbane Heat,Geelong Cricket Ground,Melbourne Renegades,field,Brisbane Heat
39568,6811,1,B Doggett,-1.0,0,0,Melbourne Renegades,Brisbane Heat,Geelong Cricket Ground,Melbourne Renegades,field,Brisbane Heat
39569,6812,1,MJ Swepson,-1.0,0,0,Melbourne Renegades,Brisbane Heat,Geelong Cricket Ground,Melbourne Renegades,field,Brisbane Heat
